"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"165","201505_at","LAMB1","3912","laminin subunit beta 1",0.0366474360469722,7.99371621851936,0.173316513662827,0.864372479786585,0.879402578680512,-7.00936383904567
"166","201508_at","IGFBP4","3487","insulin like growth factor binding protein 4",0.0072854996459224,9.59481031632135,0.0253198262100463,0.98008359911071,0.980716115147567,-7.02476055883128
"167","201516_at","SRM","6723","spermidine synthase",-0.348439916252534,10.8703498057371,-1.55069446563876,0.138699316760466,0.172594936305861,-5.84388742087556
"168","201517_at","NCBP2","22916","nuclear cap binding protein subunit 2",-0.828394147591485,8.80541344557266,-3.92944308469986,0.00101306985451712,0.0029415071337618,-1.22581922754194
"169","201519_at","TOMM70","9868","translocase of outer mitochondrial membrane 70",0.264650109030992,8.84377162636683,1.28725878696687,0.214609984530717,0.255374352275424,-6.19512193791832
"170","201520_s_at","GRSF1","2926","G-rich RNA sequence binding factor 1",0.552314426798961,9.5122129013362,2.77595491747784,0.0126135582422774,0.0217545295379879,-3.67793502144767
"171","201535_at","UBL3","5412","ubiquitin like 3",0.463399901094646,7.06080845110548,2.48586717840002,0.0231770632145019,0.0359180774753475,-4.25081912682781
"172","201536_at","DUSP3","1845","dual specificity phosphatase 3",-0.589981418023301,9.11592176528763,-3.07610253491363,0.00661598831225754,0.0128066040925784,-3.06031838619444
"173","201542_at","SAR1A","56681","secretion associated Ras related GTPase 1A",-0.266190651944012,8.98790048109438,-1.23792024979885,0.231941360693943,0.274000060766444,-6.25498362014584
"174","201546_at","TRIP12","9320","thyroid hormone receptor interactor 12",0.927727906150828,8.95452550261925,4.90820847579625,0.000119239296424244,0.000600261458135682,0.905778346392948
"175","201549_x_at","KDM5B","10765","lysine demethylase 5B",0.686897967282013,6.84305445888382,3.27817760383924,0.00425798863015394,0.00897012414545338,-2.63390129996346
"176","201551_s_at","LAMP1","3916","lysosomal associated membrane protein 1",0.024479531099054,10.1304754963725,0.102945330466782,0.919165627946331,0.928144777682049,-7.01954295435856
"177","201556_s_at","VAMP2","6844","vesicle associated membrane protein 2",-0.330275275276979,6.68618026935648,-1.56289112206227,0.135808958009684,0.169406105707172,-5.82640029646561
"178","201559_s_at","CLIC4","25932","chloride intracellular channel 4",0.094748503864194,8.60356655735413,0.281749448135295,0.781408607729097,0.803964197932293,-6.98357807151996
"179","201564_s_at","FSCN1","6624","fascin actin-bundling protein 1",-0.223544329195397,9.43853382930697,-0.954604247240791,0.3526552621954,0.39839124519779,-6.55941049866919
"180","201565_s_at","ID2","3398","inhibitor of DNA binding 2",-0.966676524186321,8.26024590374785,-4.93188338850408,0.00011332494926564,0.000576040566132283,0.956767117665372
"181","201567_s_at","GOLGA4","2803","golgin A4",1.31171337011726,7.34600665127681,6.58278043052612,3.83229337091933e-06,4.80469402603705e-05,4.36595685598623
"182","201574_at","ETF1","2107","eukaryotic translation termination factor 1",0.43653471352046,10.0769805361814,2.27714363669381,0.03546149733243,0.0513249030334268,-4.64422910604839
"183","201579_at","FAT1","2195","FAT atypical cadherin 1",1.13745256294653,7.79748109248411,5.59393208466522,2.79880755103359e-05,0.000195916528572351,2.36184203145737
"184","201588_at","TXNL1","9352","thioredoxin like 1",0.59365223482969,10.0502635733202,3.07081561970084,0.00669232965126172,0.0129140723388691,-3.07137388794193
"185","201591_s_at","NISCH","11188","nischarin",-0.51664403730026,8.73992211646691,-2.59328139377564,0.0185410854795669,0.0296676501920211,-4.04190618738895
"186","201594_s_at","PPP4R1","9989","protein phosphatase 4 regulatory subunit 1",0.577522120535846,8.77090801839651,2.97616699208072,0.00821343371096487,0.0153432879142783,-3.26830589709624
"187","201603_at","PPP1R12A","4659","protein phosphatase 1 regulatory subunit 12A",1.6819701401336,6.61622919138417,7.12361042370336,1.36532307382313e-06,2.44732187972574e-05,5.4068070603242
"188","201606_s_at","PWP1","11137","PWP1 homolog, endonuclein",0.561552216326081,9.65835669181477,2.42414028475367,0.0263152767509447,0.0399462624126076,-4.36897199794807
"189","201617_x_at","CALD1","800","caldesmon 1",0.206589300816066,7.35641000312808,0.566218490287438,0.578365997295764,0.618107040253907,-6.8585542969285
"190","201623_s_at","DARS","1615","aspartyl-tRNA synthetase",0.29871579500873,9.48537617574571,1.1931043564538,0.248602160016955,0.290911433287765,-6.30765249126703
"191","201631_s_at","IER3","8870","immediate early response 3",-0.868710583939196,10.1373267206718,-3.83578773347722,0.00124597803328876,0.00341264422477051,-1.43018947683675
"192","201636_at","FXR1","8087","FMR1 autosomal homolog 1",1.35526362582265,6.89086834959186,5.95623053303342,1.3309522903468e-05,0.000114267957860185,3.11054096795519
"193","201638_s_at","CPSF1","29894","cleavage and polyadenylation specific factor 1",0.133066491269284,7.26217623967321,0.615801814972588,0.545876072540399,0.586542515920921,-6.82843284089042
"194","201645_at","TNC","3371","tenascin C",0.183660599653973,6.84834133583321,0.797130973003351,0.435955349147005,0.481332245696599,-6.69790460901283
"195","201646_at","SCARB2","950","scavenger receptor class B member 2",0.0570222765900077,7.84656930286139,0.192588360775647,0.849477381031406,0.866237868654518,-7.00567441820704
"196","201650_at","KRT19","3880","keratin 19",0.800214240369587,7.60756795385411,4.09247609422254,0.000706890834441539,0.00224367295558159,-0.86949939848191
"197","201651_s_at","PACSIN2","11252","protein kinase C and casein kinase substrate in neurons 2",1.17273463531152,8.92583247798078,5.96452356569099,1.30875520499382e-05,0.000113048743473143,3.12749108271372
"198","201654_s_at","HSPG2","3339","heparan sulfate proteoglycan 2",0.207997230192102,6.53478843742992,0.853141133595001,0.404997153894685,0.451017586576342,-6.65126516207953
"199","201660_at","ACSL3","2181","acyl-CoA synthetase long chain family member 3",2.01105287331468,8.25222887445737,10.0958685738531,9.2381684532748e-09,7.97289597889526e-07,10.4180264551085
"200","201664_at","SMC4","10051","structural maintenance of chromosomes 4",1.02113281000763,9.2951704516187,5.06258741206727,8.56608050607536e-05,0.000460371155101208,1.23744947084518
"201","201666_at","TIMP1","7076","TIMP metallopeptidase inhibitor 1",-0.424645211302424,11.0377720708774,-2.03321023473416,0.0573326445355299,0.0780801628039869,-5.07957585754923
"202","201668_x_at","MARCKS","4082","myristoylated alanine rich protein kinase C substrate",0.185876400179932,8.57011809259393,0.850658529297371,0.406338454063613,0.451956795570755,-6.65339430774405
"203","201671_x_at","USP14","9097","ubiquitin specific peptidase 14",0.469167949649256,8.27332994494822,2.32487127273505,0.0322094756541604,0.0473596889537939,-4.55584321250785
"204","201675_at","AKAP1","8165","A-kinase anchoring protein 1",0.315871123725195,8.94321167892042,1.5191888227223,0.146404327294804,0.181237452671132,-5.88857620367629
"205","201681_s_at","DLG5","9231","discs large MAGUK scaffold protein 5",0.941599171241284,7.72702149391786,4.65138363903933,0.000207739414544517,0.000901812694759926,0.350107142931256
"206","201689_s_at","TPD52","7163","tumor protein D52",0.667336957502314,8.56847734454812,3.06550961961819,0.00676980991410574,0.0130258927153881,-3.08246363784048
"207","201694_s_at","EGR1","1958","early growth response 1",-0.879740416743004,6.97539690027272,-3.68671824019468,0.00173207021389635,0.00437746514530772,-1.75461782925528
"208","201697_s_at","DNMT1","1786","DNA methyltransferase 1",0.451189421755668,8.91620916455169,2.40450458619377,0.0273944189016619,0.0412579373550528,-4.40625002427952
"209","201699_at","PSMC6","5706","proteasome 26S subunit, ATPase 6",0.660833049749451,8.73732177587223,3.14353043976644,0.00571384327716894,0.0114043193323557,-2.91884156157314
"210","201701_s_at","PGRMC2","10424","progesterone receptor membrane component 2",0.482466663011627,9.09919962940406,2.23353274671112,0.0386963706342899,0.0552983619064208,-4.72411962224362
"211","201703_s_at","PPP1R10","5514","protein phosphatase 1 regulatory subunit 10",0.582366186173009,7.9961207638156,2.95092905903383,0.00867273469443119,0.0160370603979911,-3.32048515483762
"212","201713_s_at","RANBP2","5903","RAN binding protein 2",0.994381010872743,7.27651662043038,4.00548545101142,0.000856464261411655,0.00258607173771913,-1.05968373512707
"213","201724_s_at","GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1",0.632199435899246,9.35774795483923,3.47712495989021,0.00275038760120862,0.00632711569091092,-2.20799411976787
"214","201725_at","CDC123","8872","cell division cycle 123",0.720408669244582,10.0377140978647,3.65110306793146,0.00187382162722043,0.00463744682043938,-1.83192085153693
"215","201727_s_at","ELAVL1","1994","ELAV like RNA binding protein 1",0.432800957205782,8.63018078847874,2.09506990086563,0.0508520475236579,0.0700854219426058,-4.97191983972376
"216","201728_s_at","KIAA0100","9703","KIAA0100",-0.219745905151399,8.18939524296978,-0.879534798377007,0.390915536911219,0.436681945231156,-6.628277091336
"217","201730_s_at","TPR","7175","translocated promoter region, nuclear basket protein",0.876243131306028,9.00706928643587,3.27894131516319,0.0042508726678728,0.00896731710413166,-2.63227674397606
"218","201735_s_at","CLCN3","1182","chloride voltage-gated channel 3",0.843023065537157,8.5326498531361,4.39539054636834,0.000363172776149772,0.00134231082102556,-0.20740771035094
"219","201737_s_at","MARCH6","10299","membrane associated ring-CH-type finger 6",1.43091292725151,8.48276019367871,4.90415178212089,0.000120283908023817,0.000603560515828247,0.897037087429452
"220","201738_at","EIF1B","10289","eukaryotic translation initiation factor 1B",-0.824001005806231,9.65651397919161,-4.08874802933269,0.000712726146046899,0.00225297021293724,-0.877651585756837
"221","201743_at","CD14","929","CD14 molecule",-0.647598878998745,6.09017280292166,-3.51098729587712,0.00255265399070467,0.00593831959878108,-2.13502456219739
"222","201744_s_at","LUM","4060","lumican",-0.433167357383592,8.61028359718439,-1.73516310617203,0.100117863932456,0.128558991782728,-5.56867405744499
"223","201748_s_at","SAFB","6294","scaffold attachment factor B",0.88008929245091,7.75571316970964,4.36213946650912,0.000390628194996026,0.0014093290031518,-0.280007304797588
"224","201761_at","MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",-0.330176142599527,9.59790868442507,-1.48094075600569,0.156232875096162,0.192635445595706,-5.94187988715206
"225","201763_s_at","DAXX","1616","death domain associated protein",-0.864250829468522,8.70947405300661,-4.49904964742232,0.000289493226523876,0.00113491592345201,0.0186849848073392
"226","201769_at","CLINT1","9685","clathrin interactor 1",0.903652177289223,8.68479615629652,4.37305125367874,0.000381394098962385,0.00138978037706505,-0.256179309438017
"227","201771_at","SCAMP3","10067","secretory carrier membrane protein 3",-0.549133167288824,10.0953130657251,-2.76399564185252,0.0129382576381067,0.02215435501699,-3.70206953873279
"228","201773_at","ADNP","23394","activity dependent neuroprotector homeobox",0.506640046633979,9.30136930637674,2.65369336463264,0.016335445871628,0.0268022315597451,-3.92268473742506
"229","201774_s_at","NCAPD2","9918","non-SMC condensin I complex subunit D2",0.789325908102854,8.31185452045646,3.64045934433696,0.00191838516881076,0.00471387671036622,-1.85500473275575
"230","201776_s_at","EFCAB14","9813","EF-hand calcium binding domain 14",0.578398641734603,6.67952847769448,2.47304141958816,0.0237986203703857,0.0366979223115694,-4.27548745219905
"231","201780_s_at","RNF13","11342","ring finger protein 13",1.66128068216595,6.09884160190001,7.94231515571552,3.08564680483149e-07,8.36797183342926e-06,6.90494822118374
"232","201788_at","DDX42","11325","DEAD-box helicase 42",0.801707003675832,8.53085166501694,4.29799153360859,0.000449677420976147,0.00158460191187163,-0.420146395104205
"233","201795_at","LBR","3930","lamin B receptor",0.930801219972528,9.30140213279814,4.13086214782355,0.000649534536691649,0.00210691066765774,-0.785556310548059
"234","201796_s_at","VARS","7407","valyl-tRNA synthetase",-0.0364403231331885,8.56517035817223,-0.155121014362197,0.878484018314684,0.890961225629722,-7.01249167859208
"235","201809_s_at","ENG","2022","endoglin",0.193151676171277,8.76875798604506,0.833051353401589,0.41593374857281,0.461068119432907,-6.66833049186519
"236","201811_x_at","SH3BP5","9467","SH3 domain binding protein 5",1.18493633464213,8.32030536656273,5.19896219453463,6.40887909692011e-05,0.00036735552827263,1.52872136500266
"237","201817_at","UBE3C","9690","ubiquitin protein ligase E3C",0.775016647026318,8.5439714212356,4.14984687777539,0.000622924127622411,0.00203979695856082,-0.74403904776125
"238","201818_at","LPCAT1","79888","lysophosphatidylcholine acyltransferase 1",1.04006289862034,9.87317671941207,5.34021999978686,4.75553917439e-05,0.000296123031722558,1.82855261978282
"239","201823_s_at","RNF14","9604","ring finger protein 14",0.546730478218427,7.3206054720752,2.46896912857109,0.0239992308312871,0.0369521424070612,-4.28330705458914
"240","201830_s_at","NET1","10276","neuroepithelial cell transforming 1",-0.596869367093413,8.15713878755832,-2.87233251921168,0.010268153066269,0.0183842625049078,-3.48201516523531
"241","201833_at","HDAC2","3066","histone deacetylase 2",0.625795016204684,8.75133720310861,2.93922694824313,0.00889405988653454,0.0163640688805822,-3.34462921853427
"242","201834_at","PRKAB1","5564","protein kinase AMP-activated non-catalytic subunit beta 1",-0.87228755242468,6.83567768889232,-4.45605897741582,0.000318010869467062,0.00122351328314809,-0.0750353617267008
"243","201836_s_at","SUPT7L","9913","SPT7 like, STAGA complex gamma subunit",-0.230437780121289,5.80146657664906,-1.12726160493931,0.274706553550035,0.318335210223714,-6.38202309219782
"244","201842_s_at","EFEMP1","2202","EGF containing fibulin extracellular matrix protein 1",-0.301472264122646,9.65996738583226,-1.26443514240488,0.222497352116948,0.263747816863401,-6.22305569458595
"245","201847_at","LIPA","3988","lipase A, lysosomal acid type",-0.345714598586962,8.80552196452846,-1.72415533734941,0.102128695200024,0.130922316583413,-5.58572273363158
"246","201853_s_at","CDC25B","994","cell division cycle 25B",0.343528940031209,9.35917152248962,1.51985067335253,0.146238876677591,0.181167302724542,-5.88764462210166
"247","201854_s_at","ATMIN","23300","ATM interactor",-1.15420142466196,8.6462459584573,-6.15684041843265,8.88322628635968e-06,8.42412376574965e-05,3.51811327973568
"248","201859_at","SRGN","5552","serglycin",-0.435619480277195,9.14209355805747,-2.17562650956047,0.0434125649374897,0.061191983577798,-4.82886124886943
"249","201862_s_at","LRRFIP1","9208","LRR binding FLII interacting protein 1",0.74639049385493,8.53604634257839,3.662941832828,0.00182546460081033,0.00454679978081352,-1.80623504889989
"250","201873_s_at","ABCE1","6059","ATP binding cassette subfamily E member 1",0.814757984842627,8.09249975114565,3.79847294057406,0.00135308041758287,0.00362340446884671,-1.51151426476422
"251","201877_s_at","PPP2R5C","5527","protein phosphatase 2 regulatory subunit B'gamma",1.63590520860378,6.8940532471597,7.34310652781097,9.08330033202886e-07,1.85311278484352e-05,5.81762545476726
"252","201880_at","ARIH1","25820","ariadne RBR E3 ubiquitin protein ligase 1",1.27395701286739,7.09226653554791,6.13974266453998,9.1927749374763e-06,8.63842275185273e-05,3.48357802215591
